"","word","score","sentiment0"
"3160","avoid",-1,"negative"
"3161","top",2,"positive"
"3162","top",2,"positive"
"3163","regret",-2,"negative"
"3164","cancel",-1,"negative"
"3165","free",1,"positive"
"3166","save",2,"positive"
"3167","regret",-2,"negative"
"3168","cancel",-1,"negative"
"3169","terrible",-3,"negative"
"3170","useless",-2,"negative"
"3171","beautiful",3,"positive"
"3172","top",2,"positive"
"3173","glad",3,"positive"
"3174","beautiful",3,"positive"
"3175","top",2,"positive"
"3176","beautiful",3,"positive"
"3177","top",2,"positive"
"3178","cancelled",-1,"negative"
"3179","regret",-2,"negative"
"3180","pay",-1,"negative"
"3181","attraction",2,"positive"
"3182","lmfao",4,"positive"
"3183","escape",-1,"negative"
"3184","save",2,"positive"
"3185","inconvenience",-2,"negative"
"3186","free",1,"positive"
"3187","cancel",-1,"negative"
"3188","regret",-2,"negative"
"3189","free",1,"positive"
"3190","miss",-2,"negative"
"3191","inconvenience",-2,"negative"
"3192","resolved",2,"positive"
"3193","care",2,"positive"
"3194","beautiful",3,"positive"
"3195","top",2,"positive"
"3196","delay",-1,"negative"
"3197","broken",-1,"negative"
"3198","accept",1,"positive"
"3199","yeah",1,"positive"
"3200","growing",1,"positive"
"3201","fun",4,"positive"
"3202","charming",3,"positive"
"3203","favor",2,"positive"
"3204","ambitious",2,"positive"
"3205","fair",2,"positive"
"3206","focused",2,"positive"
"3207","appreciated",2,"positive"
"3208","accept",1,"positive"
"3209","demand",-1,"negative"
"3210","unsure",-1,"negative"
"3211","hard",-1,"negative"
"3212","focused",2,"positive"
"3213","accept",1,"positive"
"3214","demand",-1,"negative"
"3215","attack",-1,"negative"
"3216","wow",4,"positive"
"3217","regret",-2,"negative"
"3218","increased",1,"positive"
"3219","benefits",2,"positive"
"3220","increased",1,"positive"
"3221","benefits",2,"positive"
"3222","miss",-2,"negative"
"3223","reach",1,"positive"
"3224","pretending",-1,"negative"
"3225","care",2,"positive"
"3226","stopped",-1,"negative"
"3227","excellent",3,"positive"
"3228","beautiful",3,"positive"
"3229","top",2,"positive"
"3230","smog",-2,"negative"
"3231","bad",-3,"negative"
"3232","broken",-1,"negative"
"3233","save",2,"positive"
"3234","celebrate",3,"positive"
"3235","fun",4,"positive"
"3236","celebrate",3,"positive"
"3237","fail",-2,"negative"
"3238","cancelled",-1,"negative"
"3239","cancelled",-1,"negative"
"3240","charged",-3,"negative"
"3241","celebrate",3,"positive"
"3242","fantastic",4,"positive"
"3243","promoting",1,"positive"
"3244","regret",-2,"negative"
"3245","increased",1,"positive"
"3246","scam",-2,"negative"
"3247","deceitful",-3,"negative"
"3248","fantastic",4,"positive"
"3249","promoting",1,"positive"
"3250","enemy",-2,"negative"
"3251","win",4,"positive"
"3252","vulnerability",-2,"negative"
"3253","worst",-3,"negative"
"3254","avoid",-1,"negative"
"3255","alert",-1,"negative"
"3256","exploits",-2,"negative"
"3257","reaching",1,"positive"
"3258","fantastic",4,"positive"
"3259","promoting",1,"positive"
"3260","glad",3,"positive"
"3261","cancelling",-1,"negative"
"3262","gift",2,"positive"
"3263","greedy",-2,"negative"
"3264","bastards",-5,"negative"
"3265","regret",-2,"negative"
"3266","perfect",3,"positive"
"3267","gift",2,"positive"
"3268","solution",1,"positive"
"3269","ambitious",2,"positive"
"3270","innovation",1,"positive"
"3271","dear",2,"positive"
"3272","inconvenience",-2,"negative"
"3273","love",3,"positive"
"3274","cares",2,"positive"
"3275","fantastic",4,"positive"
"3276","promoting",1,"positive"
"3277","favor",2,"positive"
"3278","cut",-1,"negative"
"3279","fantastic",4,"positive"
"3280","promoting",1,"positive"
"3281","top",2,"positive"
"3282","asset",2,"positive"
"3283","fantastic",4,"positive"
"3284","promoting",1,"positive"
"3285","fantastic",4,"positive"
"3286","promoting",1,"positive"
"3287","huge",1,"positive"
"3288","opportunity",2,"positive"
"3289","terrible",-3,"negative"
"3290","adopt",1,"positive"
"3291","fantastic",4,"positive"
"3292","promoting",1,"positive"
"3293","celebrate",3,"positive"
"3294","warn",-2,"negative"
"3295","damn",-4,"negative"
"3296","pay",-1,"negative"
"3297","unbelievable",-1,"negative"
"3298","save",2,"positive"
"3299","ambitious",2,"positive"
"3300","celebrate",3,"positive"
"3301","fucking",-4,"negative"
"3302","cancelled",-1,"negative"
"3303","fantastic",4,"positive"
"3304","promoting",1,"positive"
"3305","fantastic",4,"positive"
"3306","promoting",1,"positive"
"3307","stop",-1,"negative"
"3308","abandon",-2,"negative"
"3309","poised",-2,"negative"
"3310","exposing",-1,"negative"
"3311","poised",-2,"negative"
"3312","favor",2,"positive"
"3313","favor",2,"positive"
"3314","growth",2,"positive"
"3315","favor",2,"positive"
"3316","missed",-2,"negative"
"3317","favor",2,"positive"
"3318","fascinating",3,"positive"
"3319","god",1,"positive"
"3320","love",3,"positive"
"3321","worst",-3,"negative"
"3322","wins",4,"positive"
"3323","wins",4,"positive"
"3324","favor",2,"positive"
"3325","cut",-1,"negative"
"3326","glad",3,"positive"
"3327","useless",-2,"negative"
"3328","favor",2,"positive"
"3329","favor",2,"positive"
"3330","favor",2,"positive"
"3331","fantastic",4,"positive"
"3332","bad",-3,"negative"
"3333","support",2,"positive"
"3334","fantastic",4,"positive"
"3335","solution",1,"positive"
"3336","yeah",1,"positive"
"3337","disruption",-2,"negative"
"3338","warning",-3,"negative"
"3339","poised",-2,"negative"
"3340","favor",2,"positive"
"3341","solution",1,"positive"
"3342","top",2,"positive"
"3343","shares",1,"positive"
"3344","shares",1,"positive"
"3345","wealth",3,"positive"
"3346","shares",1,"positive"
"3347","shares",1,"positive"
"3348","wealth",3,"positive"
"3349","shares",1,"positive"
"3350","asset",2,"positive"
"3351","asset",2,"positive"
"3352","shares",1,"positive"
"3353","shares",1,"positive"
"3354","shares",1,"positive"
"3355","asset",2,"positive"
"3356","favor",2,"positive"
"3357","ambitious",2,"positive"
"3358","safe",1,"positive"
"3359","ambitious",2,"positive"
"3360","growth",2,"positive"
"3361","disruption",-2,"negative"
"3362","warning",-3,"negative"
"3363","solution",1,"positive"
"3364","increased",1,"positive"
"3365","benefits",2,"positive"
"3366","favor",2,"positive"
"3367","favor",2,"positive"
"3368","wins",4,"positive"
"3369","award",3,"positive"
"3370","innovative",2,"positive"
"3371","disappointment",-2,"negative"
"3372","favor",2,"positive"
"3373","favor",2,"positive"
"3374","favor",2,"positive"
"3375","favor",2,"positive"
"3376","favor",2,"positive"
"3377","favor",2,"positive"
"3378","growth",2,"positive"
"3379","favor",2,"positive"
"3380","favor",2,"positive"
"3381","favor",2,"positive"
"3382","favor",2,"positive"
"3383","favor",2,"positive"
"3384","favor",2,"positive"
"3385","growth",2,"positive"
"3386","favor",2,"positive"
"3387","growth",2,"positive"
"3388","favor",2,"positive"
"3389","growth",2,"positive"
"3390","favor",2,"positive"
"3391","favor",2,"positive"
"3392","growth",2,"positive"
"3393","favor",2,"positive"
"3394","growth",2,"positive"
"3395","favor",2,"positive"
"3396","growth",2,"positive"
"3397","favor",2,"positive"
"3398","favor",2,"positive"
"3399","favor",2,"positive"
"3400","favor",2,"positive"
"3401","growth",2,"positive"
"3402","favor",2,"positive"
"3403","favor",2,"positive"
"3404","growth",2,"positive"
"3405","favor",2,"positive"
"3406","growth",2,"positive"
"3407","favor",2,"positive"
"3408","growth",2,"positive"
"3409","favor",2,"positive"
"3410","favor",2,"positive"
"3411","growth",2,"positive"
"3412","favor",2,"positive"
"3413","growth",2,"positive"
"3414","favor",2,"positive"
"3415","growth",2,"positive"
"3416","ambitious",2,"positive"
"3417","charged",-3,"negative"
"3418","pleasure",3,"positive"
"3419","free",1,"positive"
"3420","increased",1,"positive"
"3421","benefits",2,"positive"
"3422","miss",-2,"negative"
"3423","ambitious",2,"positive"
"3424","favor",2,"positive"
"3425","favor",2,"positive"
"3426","ambitious",2,"positive"
"3427","award",3,"positive"
"3428","expands",1,"positive"
"3429","agreement",1,"positive"
"3430","rich",2,"positive"
"3431","favor",2,"positive"
"3432","favor",2,"positive"
"3433","expands",1,"positive"
"3434","agreement",1,"positive"
"3435","rich",2,"positive"
"3436","wins",4,"positive"
"3437","award",3,"positive"
"3438","innovative",2,"positive"
"3439","wins",4,"positive"
"3440","award",3,"positive"
"3441","innovative",2,"positive"
"3442","ambitious",2,"positive"
"3443","ambitious",2,"positive"
"3444","favor",2,"positive"
"3445","favor",2,"positive"
"3446","favor",2,"positive"
"3447","poised",-2,"negative"
"3448","exposing",-1,"negative"
"3449","poised",-2,"negative"
"3450","wins",4,"positive"
"3451","award",3,"positive"
"3452","innovative",2,"positive"
"3453","wins",4,"positive"
"3454","award",3,"positive"
"3455","innovative",2,"positive"
"3456","agree",1,"positive"
"3457","solution",1,"positive"
"3458","wins",4,"positive"
"3459","award",3,"positive"
"3460","innovative",2,"positive"
"3461","wins",4,"positive"
"3462","award",3,"positive"
"3463","innovative",2,"positive"
"3464","wins",4,"positive"
"3465","award",3,"positive"
"3466","innovative",2,"positive"
"3467","wins",4,"positive"
"3468","award",3,"positive"
"3469","innovative",2,"positive"
"3470","save",2,"positive"
"3471","accept",1,"positive"
"3472","demand",-1,"negative"
"3473","confused",-2,"negative"
"3474","stop",-1,"negative"
"3475","amazing",4,"positive"
"3476","amazing",4,"positive"
"3477","congratulations",2,"positive"
"3478","solution",1,"positive"
"3479","lack",-2,"negative"
"3480","disappointed",-2,"negative"
"3481","inconvenience",-2,"negative"
"3482","frustration",-2,"negative"
"3483","join",1,"positive"
"3484","launched",1,"positive"
"3485","amazing",4,"positive"
"3486","regret",-2,"negative"
"3487","agreement",1,"positive"
"3488","rich",2,"positive"
"3489","ambitious",2,"positive"
"3490","excited",3,"positive"
"3491","accept",1,"positive"
"3492","demand",-1,"negative"
"3493","pretend",-1,"negative"
"3494","celebrate",3,"positive"
"3495","smart",1,"positive"
"3496","celebrate",3,"positive"
"3497","luck",3,"positive"
"3498","pretending",-1,"negative"
"3499","regret",-2,"negative"
"3500","nice",3,"positive"
"3501","nice",3,"positive"
"3502","glad",3,"positive"
"3503","wrong",-2,"negative"
"3504","awesome",4,"positive"
"3505","lol",3,"positive"
"3506","stupid",-2,"negative"
"3507","smartest",2,"positive"
"3508","gross",-2,"negative"
"3509","attraction",2,"positive"
"3510","accept",1,"positive"
"3511","accepting",1,"positive"
"3512","top",2,"positive"
"3513","shit",-4,"negative"
"3514","solution",1,"positive"
"3515","error",-2,"negative"
"3516","regret",-2,"negative"
"3517","attraction",2,"positive"
"3518","shit",-4,"negative"
"3519","horrible",-3,"negative"
"3520","shared",1,"positive"
"3521","blocking",-1,"negative"
"3522","pathetic",-2,"negative"
"3523","shares",1,"positive"
"3524","losing",-3,"negative"
"3525","inconvenient",-2,"negative"
"3526","failed",-2,"negative"
"3527","rejects",-1,"negative"
"3528","missed",-2,"negative"
"3529","awful",-3,"negative"
"3530","rejecting",-1,"negative"
"3531","tired",-2,"negative"
"3532","promised",1,"positive"
"3533","free",1,"positive"
"3534","excited",3,"positive"
"3535","joy",3,"positive"
"3536","awful",-3,"negative"
"3537","glad",3,"positive"
"3538","feeling",1,"positive"
"3539","resolve",2,"positive"
"3540","aboard",1,"positive"
"3541","ridiculous",-3,"negative"
"3542","celebrate",3,"positive"
"3543","pay",-1,"negative"
"3544","importance",2,"positive"
"3545","nice",3,"positive"
"3546","inconvenience",-2,"negative"
"3547","frustration",-2,"negative"
"3548","win",4,"positive"
"3549","reach",1,"positive"
"3550","delayed",-1,"negative"
"3551","grateful",3,"positive"
"3552","regret",-2,"negative"
"3553","avoid",-1,"negative"
"3554","worst",-3,"negative"
"3555","charges",-2,"negative"
"3556","delayed",-1,"negative"
"3557","regret",-2,"negative"
"3558","inconvenience",-2,"negative"
"3559","save",2,"positive"
"3560","fantastic",4,"positive"
"3561","promoting",1,"positive"
"3562","worth",2,"positive"
"3563","accept",1,"positive"
"3564","celebrate",3,"positive"
"3565","pay",-1,"negative"
"3566","pay",-1,"negative"
"3567","fantastic",4,"positive"
"3568","promoting",1,"positive"
"3569","celebrate",3,"positive"
"3570","urgent",-1,"negative"
"3571","support",2,"positive"
"3572","save",2,"positive"
"3573","save",2,"positive"
"3574","outstanding",5,"positive"
"3575","aboard",1,"positive"
"3576","victims",-3,"negative"
"3577","inconvenience",-2,"negative"
"3578","aboard",1,"positive"
"3579","cut",-1,"negative"
"3580","accept",1,"positive"
"3581","demand",-1,"negative"
"3582","regret",-2,"negative"
"3583","chance",2,"positive"
"3584","resolve",2,"positive"
"3585","loyalty",3,"positive"
"3586","agreement",1,"positive"
"3587","scoop",3,"positive"
"3588","glad",3,"positive"
"3589","disgrace",-2,"negative"
"3590","frustrating",-2,"negative"
"3591","accept",1,"positive"
"3592","demand",-1,"negative"
"3593","pleasure",3,"positive"
"3594","free",1,"positive"
"3595","accept",1,"positive"
"3596","demand",-1,"negative"
"3597","regret",-2,"negative"
"3598","inconvenience",-2,"negative"
"3599","accept",1,"positive"
"3600","demand",-1,"negative"
"3601","inconvenience",-2,"negative"
"3602","accept",1,"positive"
"3603","demand",-1,"negative"
"3604","inconvenience",-2,"negative"
"3605","scam",-2,"negative"
"3606","glad",3,"positive"
"3607","happy",3,"positive"
"3608","top",2,"positive"
"3609","regret",-2,"negative"
"3610","grateful",3,"positive"
"3611","cancelled",-1,"negative"
"3612","terrible",-3,"negative"
"3613","hard",-1,"negative"
"3614","wins",4,"positive"
"3615","award",3,"positive"
"3616","innovative",2,"positive"
"3617","loyalty",3,"positive"
"3618","top",2,"positive"
"3619","clever",2,"positive"
"3620","top",2,"positive"
"3621","wow",4,"positive"
"3622","pleasure",3,"positive"
"3623","top",2,"positive"
"3624","deniers",-2,"negative"
"3625","dispute",-2,"negative"
"3626","accept",1,"positive"
"3627","demand",-1,"negative"
"3628","god",1,"positive"
"3629","bless",2,"positive"
"3630","accept",1,"positive"
"3631","demand",-1,"negative"
"3632","true",2,"positive"
"3633","increased",1,"positive"
"3634","cancelling",-1,"negative"
"3635","top",2,"positive"
"3636","inconvenience",-2,"negative"
"3637","sincerely",2,"positive"
"3638","apologize",-1,"negative"
"3639","inconvenience",-2,"negative"
"3640","wrong",-2,"negative"
"3641","broken",-1,"negative"
"3642","accept",1,"positive"
"3643","demand",-1,"negative"
"3644","shared",1,"positive"
"3645","regret",-2,"negative"
"3646","fight",-1,"negative"
"3647","affected",-1,"negative"
"3648","bad",-3,"negative"
"3649","free",1,"positive"
"3650","charged",-3,"negative"
"3651","apologize",-1,"negative"
"3652","inconvenience",-2,"negative"
"3653","perfectly",3,"positive"
"3654","top",2,"positive"
"3655","apologize",-1,"negative"
"3656","resolve",2,"positive"
"3657","free",1,"positive"
"3658","gift",2,"positive"
"3659","care",2,"positive"
"3660","natural",1,"positive"
"3661","disasters",-2,"negative"
"3662","safe",1,"positive"
"3663","inconvenience",-2,"negative"
"3664","glad",3,"positive"
"3665","accept",1,"positive"
"3666","demand",-1,"negative"
"3667","cancel",-1,"negative"
"3668","free",1,"positive"
"3669","glad",3,"positive"
"3670","accept",1,"positive"
"3671","demand",-1,"negative"
"3672","restoring",1,"positive"
"3673","accept",1,"positive"
"3674","demand",-1,"negative"
"3675","awful",-3,"negative"
"3676","lack",-2,"negative"
"3677","accept",1,"positive"
"3678","demand",-1,"negative"
"3679","stopped",-1,"negative"
"3680","celebrate",3,"positive"
"3681","dream",1,"positive"
"3682","broken",-1,"negative"
"3683","guarantee",1,"positive"
"3684","useless",-2,"negative"
"3685","accept",1,"positive"
"3686","accept",1,"positive"
"3687","demand",-1,"negative"
"3688","accept",1,"positive"
"3689","demand",-1,"negative"
"3690","accept",1,"positive"
"3691","demand",-1,"negative"
"3692","accept",1,"positive"
"3693","demand",-1,"negative"
"3694","accept",1,"positive"
"3695","demand",-1,"negative"
"3696","accept",1,"positive"
"3697","demand",-1,"negative"
"3698","accept",1,"positive"
"3699","demand",-1,"negative"
"3700","fantastic",4,"positive"
"3701","accept",1,"positive"
"3702","demand",-1,"negative"
"3703","accept",1,"positive"
"3704","demand",-1,"negative"
"3705","accept",1,"positive"
"3706","demand",-1,"negative"
"3707","fuck",-4,"negative"
"3708","accept",1,"positive"
"3709","demand",-1,"negative"
"3710","gain",2,"positive"
"3711","growing",1,"positive"
"3712","propaganda",-2,"negative"
"3713","festive",2,"positive"
"3714","terror",-3,"negative"
"3715","risk",-2,"negative"
"3716","enjoy",2,"positive"
"3717","reaching",1,"positive"
"3718","loyalty",3,"positive"
"3719","affected",-1,"negative"
"3720","trust",1,"positive"
"3721","shoot",-1,"negative"
"3722","tension",-1,"negative"
"3723","tension",-1,"negative"
"3724","broken",-1,"negative"
"3725","support",2,"positive"
"3726","trust",1,"positive"
"3727","cuts",-1,"negative"
"3728","trust",1,"positive"
"3729","cuts",-1,"negative"
"3730","cuts",-1,"negative"
"3731","worst",-3,"negative"
"3732","amazing",4,"positive"
"3733","shame",-2,"negative"
"3734","reach",1,"positive"
"3735","free",1,"positive"
"3736","fuck",-4,"negative"
"3737","recommend",2,"positive"
"3738","progress",2,"positive"
"3739","inconvenience",-2,"negative"
"3740","annoying",-2,"negative"
"3741","win",4,"positive"
"3742","top",2,"positive"
"3743","worst",-3,"negative"
"3744","propaganda",-2,"negative"
"3745","propaganda",-2,"negative"
"3746","authority",1,"positive"
"3747","banned",-2,"negative"
"3748","deniers",-2,"negative"
"3749","dispute",-2,"negative"
"3750","optimistic",2,"positive"
"3751","inconvenience",-2,"negative"
"3752","glad",3,"positive"
"3753","tired",-2,"negative"
"3754","incompetent",-2,"negative"
"3755","cancel",-1,"negative"
"3756","bad",-3,"negative"
"3757","support",2,"positive"
"3758","inspiring",3,"positive"
"3759","deniers",-2,"negative"
"3760","dispute",-2,"negative"
"3761","worst",-3,"negative"
"3762","authority",1,"positive"
"3763","banned",-2,"negative"
"3764","enjoy",2,"positive"
"3765","regret",-2,"negative"
"3766","worst",-3,"negative"
"3767","blocked",-1,"negative"
"3768","useless",-2,"negative"
"3769","bad",-3,"negative"
"3770","ruined",-2,"negative"
"3771","regret",-2,"negative"
"3772","free",1,"positive"
"3773","regret",-2,"negative"
"3774","joke",2,"positive"
"3775","sucks",-3,"negative"
"3776","enjoy",2,"positive"
"3777","enjoy",2,"positive"
"3778","enjoy",2,"positive"
"3779","regret",-2,"negative"
"3780","top",2,"positive"
"3781","carefully",2,"positive"
"3782","bad",-3,"negative"
"3783","carefully",2,"positive"
"3784","bad",-3,"negative"
"3785","regret",-2,"negative"
"3786","top",2,"positive"
"3787","awful",-3,"negative"
"3788","ashamed",-2,"negative"
"3789","liars",-3,"negative"
"3790","love",3,"positive"
"3791","accept",1,"positive"
"3792","stop",-1,"negative"
"3793","deniers",-2,"negative"
"3794","dispute",-2,"negative"
"3795","unacceptable",-2,"negative"
"3796","regret",-2,"negative"
"3797","regret",-2,"negative"
"3798","worse",-3,"negative"
"3799","warned",-2,"negative"
"3800","tired",-2,"negative"
"3801","shocked",-2,"negative"
"3802","awful",-3,"negative"
"3803","inconvenience",-2,"negative"
"3804","shame",-2,"negative"
"3805","shame",-2,"negative"
"3806","ambitious",2,"positive"
"3807","support",2,"positive"
"3808","lowest",-1,"negative"
"3809","inconvenience",-2,"negative"
"3810","manipulation",-1,"negative"
"3811","responsive",2,"positive"
"3812","glad",3,"positive"
"3813","glad",3,"positive"
"3814","mess",-2,"negative"
"3815","fraud",-4,"negative"
"3816","regret",-2,"negative"
"3817","missed",-2,"negative"
"3818","terrible",-3,"negative"
"3819","deniers",-2,"negative"
"3820","dispute",-2,"negative"
"3821","regret",-2,"negative"
"3822","shame",-2,"negative"
"3823","urgent",-1,"negative"
"3824","unacceptable",-2,"negative"
"3825","terrible",-3,"negative"
"3826","terrible",-3,"negative"
"3827","missed",-2,"negative"
"3828","useless",-2,"negative"
"3829","missed",-2,"negative"
"3830","top",2,"positive"
"3831","trouble",-2,"negative"
"3832","resolved",2,"positive"
"3833","deniers",-2,"negative"
"3834","dispute",-2,"negative"
"3835","deniers",-2,"negative"
"3836","dispute",-2,"negative"
"3837","deniers",-2,"negative"
"3838","dispute",-2,"negative"
"3839","block",-1,"negative"
"3840","block",-1,"negative"
"3841","missed",-2,"negative"
"3842","ignore",-1,"negative"
"3843","free",1,"positive"
"3844","gift",2,"positive"
"3845","easy",1,"positive"
"3846","trust",1,"positive"
"3847","trouble",-2,"negative"
"3848","recommend",2,"positive"
"3849","save",2,"positive"
"3850","regret",-2,"negative"
"3851","charged",-3,"negative"
"3852","agree",1,"positive"
"3853","save",2,"positive"
"3854","win",4,"positive"
"3855","joke",2,"positive"
"3856","joke",2,"positive"
"3857","missed",-2,"negative"
"3858","useless",-2,"negative"
"3859","blaming",-2,"negative"
"3860","mistakes",-2,"negative"
"3861","unbelievable",-1,"negative"
"3862","yeah",1,"positive"
"3863","yeah",1,"positive"
"3864","terrible",-3,"negative"
"3865","terrible",-3,"negative"
"3866","terrible",-3,"negative"
"3867","terrible",-3,"negative"
"3868","glad",3,"positive"
"3869","regret",-2,"negative"
"3870","love",3,"positive"
"3871","love",3,"positive"
"3872","lol",3,"positive"
"3873","frustrating",-2,"negative"
"3874","unacceptable",-2,"negative"
"3875","cancelled",-1,"negative"
"3876","unacceptable",-2,"negative"
"3877","fun",4,"positive"
"3878","excellent",3,"positive"
"3879","natural",1,"positive"
"3880","disasters",-2,"negative"
"3881","safe",1,"positive"
"3882","wealth",3,"positive"
"3883","boosted",1,"positive"
"3884","poor",-2,"negative"
"3885","hope",2,"positive"
"3886","free",1,"positive"
"3887","shame",-2,"negative"
"3888","urgent",-1,"negative"
"3889","emergency",-2,"negative"
"3890","urgent",-1,"negative"
"3891","shame",-2,"negative"
"3892","glad",3,"positive"
"3893","urgent",-1,"negative"
"3894","disappointment",-2,"negative"
"3895","poised",-2,"negative"
"3896","trouble",-2,"negative"
"3897","celebrate",3,"positive"
"3898","dream",1,"positive"
"3899","natural",1,"positive"
"3900","disasters",-2,"negative"
"3901","safe",1,"positive"
"3902","natural",1,"positive"
"3903","disasters",-2,"negative"
"3904","safe",1,"positive"
"3905","inconvenience",-2,"negative"
"3906","wow",4,"positive"
"3907","hope",2,"positive"
"3908","free",1,"positive"
"3909","gain",2,"positive"
"3910","benefit",2,"positive"
"3911","ambitious",2,"positive"
"3912","huge",1,"positive"
"3913","trust",1,"positive"
"3914","wow",4,"positive"
"3915","huge",1,"positive"
"3916","fucked",-4,"negative"
"3917","attract",1,"positive"
"3918","unbelievable",-1,"negative"
"3919","worst",-3,"negative"
"3920","inconvenience",-2,"negative"
"3921","cancelled",-1,"negative"
"3922","fun",4,"positive"
"3923","strikes",-1,"negative"
"3924","cancelled",-1,"negative"
"3925","lowest",-1,"negative"
"3926","cancel",-1,"negative"
"3927","cancelled",-1,"negative"
"3928","criminals",-3,"negative"
"3929","promote",1,"positive"
"3930","cancel",-1,"negative"
"3931","alert",-1,"negative"
"3932","innovation",1,"positive"
"3933","apologize",-1,"negative"
"3934","inconvenience",-2,"negative"
"3935","free",1,"positive"
"3936","pay",-1,"negative"
"3937","exploit",-2,"negative"
"3938","accept",1,"positive"
"3939","free",1,"positive"
"3940","vulnerability",-2,"negative"
"3941","congrats",2,"positive"
"3942","top",2,"positive"
"3943","suing",-2,"negative"
"3944","ambitious",2,"positive"
"3945","disappoint",-2,"negative"
"3946","frustrate",-2,"negative"
"3947","congrats",2,"positive"
"3948","top",2,"positive"
"3949","mistake",-2,"negative"
"3950","shit",-4,"negative"
"3951","cancelled",-1,"negative"
"3952","straight",1,"positive"
"3953","expands",1,"positive"
"3954","save",2,"positive"
"3955","save",2,"positive"
"3956","unacceptable",-2,"negative"
"3957","mistake",-2,"negative"
"3958","asset",2,"positive"
"3959","shares",1,"positive"
"3960","asset",2,"positive"
"3961","shares",1,"positive"
"3962","increase",1,"positive"
"3963","increase",1,"positive"
"3964","excellent",3,"positive"
"3965","glad",3,"positive"
"3966","battle",-1,"negative"
"3967","solutions",1,"positive"
"3968","sunshine",2,"positive"
"3969","ambitious",2,"positive"
"3970","growth",2,"positive"
"3971","top",2,"positive"
"3972","god",1,"positive"
"3973","bless",2,"positive"
"3974","god",1,"positive"
"3975","bless",2,"positive"
"3976","abused",-3,"negative"
"3977","cut",-1,"negative"
"3978","sucks",-3,"negative"
"3979","sucks",-3,"negative"
"3980","sucks",-3,"negative"
"3981","suck",-3,"negative"
"3982","top",2,"positive"
"3983","love",3,"positive"
"3984","save",2,"positive"
"3985","mess",-2,"negative"
"3986","sincere",2,"positive"
"3987","inconvenience",-2,"negative"
"3988","asset",2,"positive"
"3989","shares",1,"positive"
"3990","threaten",-2,"negative"
"3991","accept",1,"positive"
"3992","join",1,"positive"
"3993","rewards",2,"positive"
"3994","curious",1,"positive"
"3995","hard",-1,"negative"
"3996","save",2,"positive"
"3997","ambitious",2,"positive"
"3998","threaten",-2,"negative"
"3999","free",1,"positive"
"4000","free",1,"positive"
"4001","nice",3,"positive"
"4002","top",2,"positive"
"4003","apologize",-1,"negative"
"4004","inconvenience",-2,"negative"
"4005","expands",1,"positive"
"4006","agreement",1,"positive"
"4007","rich",2,"positive"
"4008","pleasant",3,"positive"
"4009","god",1,"positive"
"4010","bless",2,"positive"
"4011","elegant",2,"positive"
"4012","accepts",1,"positive"
"4013","wrong",-2,"negative"
"4014","fun",4,"positive"
"4015","shocked",-2,"negative"
"4016","excited",3,"positive"
"4017","top",2,"positive"
"4018","pretty",1,"positive"
"4019","shares",1,"positive"
"4020","exclusive",2,"positive"
"4021","messed",-2,"negative"
"4022","horrified",-3,"negative"
"4023","awful",-3,"negative"
"4024","resolved",2,"positive"
"4025","favor",2,"positive"
"4026","wrong",-2,"negative"
"4027","glad",3,"positive"
"4028","regret",-2,"negative"
"4029","terrible",-3,"negative"
"4030","disgusted",-3,"negative"
"4031","cancels",-1,"negative"
"4032","glad",3,"positive"
"4033","save",2,"positive"
"4034","top",2,"positive"
"4035","frustrating",-2,"negative"
"4036","wrong",-2,"negative"
"4037","glad",3,"positive"
"4038","chance",2,"positive"
"4039","cancelled",-1,"negative"
"4040","expands",1,"positive"
"4041","regret",-2,"negative"
"4042","loyalty",3,"positive"
"4043","loyalty",3,"positive"
"4044","cancelled",-1,"negative"
"4045","ambitious",2,"positive"
"4046","launched",1,"positive"
"4047","hard",-1,"negative"
"4048","benefits",2,"positive"
"4049","freedom",2,"positive"
"4050","united",1,"positive"
"4051","united",1,"positive"
"4052","forget",-1,"negative"
"4053","fine",2,"positive"
"4054","fucking",-4,"negative"
"4055","crushing",-1,"negative"
"4056","hope",2,"positive"
"4057","clears",1,"positive"
"4058","regret",-2,"negative"
"4059","happy",3,"positive"
"4060","complain",-2,"negative"
"4061","broken",-1,"negative"
"4062","charges",-2,"negative"
"4063","ambitious",2,"positive"
"4064","gain",2,"positive"
"4065","amazing",4,"positive"
"4066","benefits",2,"positive"
"4067","regret",-2,"negative"
"4068","god",1,"positive"
"4069","damn",-4,"negative"
"4070","joke",2,"positive"
"4071","battle",-1,"negative"
"4072","share",1,"positive"
"4073","beautiful",3,"positive"
"4074","stunning",4,"positive"
"4075","regret",-2,"negative"
"4076","hiding",-1,"negative"
"4077","free",1,"positive"
"4078","irritating",-3,"negative"
"4079","shit",-4,"negative"
"4080","happy",3,"positive"
"4081","loyalty",3,"positive"
"4082","agreement",1,"positive"
"4083","scoop",3,"positive"
"4084","inconvenience",-2,"negative"
"4085","wasted",-2,"negative"
"4086","innovation",1,"positive"
"4087","gift",2,"positive"
"4088","top",2,"positive"
"4089","avoid",-1,"negative"
"4090","inconvenience",-2,"negative"
"4091","restriction",-2,"negative"
"4092","shared",1,"positive"
"4093","focused",2,"positive"
"4094","attractions",2,"positive"
"4095","adventures",2,"positive"
"4096","regret",-2,"negative"
"4097","free",1,"positive"
"4098","dear",2,"positive"
