"","word","score","sentiment0"
"1","deny",-2,"negative"
"2","limited",-1,"negative"
"3","miss",-2,"negative"
"4","free",1,"positive"
"5","pretty",1,"positive"
"6","top",2,"positive"
"7","top",2,"positive"
"8","boosted",1,"positive"
"9","reaching",1,"positive"
"10","bitch",-5,"negative"
"11","bitch",-5,"negative"
"12","bitch",-5,"negative"
"13","proud",2,"positive"
"14","worst",-3,"negative"
"15","ha",2,"positive"
"16","ha",2,"positive"
"17","redeemed",2,"positive"
"18","boosted",1,"positive"
"19","boosted",1,"positive"
"20","cut",-1,"negative"
"21","enjoy",2,"positive"
"22","save",2,"positive"
"23","cancel",-1,"negative"
"24","exempt",-1,"negative"
"25","missing",-2,"negative"
"26","free",1,"positive"
"27","top",2,"positive"
"28","celebrate",3,"positive"
"29","adventures",2,"positive"
"30","reaching",1,"positive"
"31","inconvenience",-2,"negative"
"32","hate",-3,"negative"
"33","top",2,"positive"
"34","stop",-1,"negative"
"35","disappointed",-2,"negative"
"36","misleading",-3,"negative"
"37","disgusting",-3,"negative"
"38","dream",1,"positive"
"39","save",2,"positive"
"40","fun",4,"positive"
"41","save",2,"positive"
"42","top",2,"positive"
"43","competitive",2,"positive"
"44","apologizing",-1,"negative"
"45","top",2,"positive"
"46","top",2,"positive"
"47","top",2,"positive"
"48","shares",1,"positive"
"49","shares",1,"positive"
"50","shares",1,"positive"
"51","shares",1,"positive"
"52","top",2,"positive"
"53","fun",4,"positive"
"54","friendly",2,"positive"
"55","save",2,"positive"
"56","save",2,"positive"
"57","save",2,"positive"
"58","save",2,"positive"
"59","enjoy",2,"positive"
"60","top",2,"positive"
"61","shares",1,"positive"
"62","dedicated",2,"positive"
"63","recommended",2,"positive"
"64","shares",1,"positive"
"65","stop",-1,"negative"
"66","care",2,"positive"
"67","excellent",3,"positive"
"68","top",2,"positive"
"69","coward",-2,"negative"
"70","shoot",-1,"negative"
"71","fuck",-4,"negative"
"72","favor",2,"positive"
"73","reached",1,"positive"
"74","care",2,"positive"
"75","proud",2,"positive"
"76","worst",-3,"negative"
"77","ha",2,"positive"
"78","ha",2,"positive"
"79","save",2,"positive"
"80","innovation",1,"positive"
"81","cancel",-1,"negative"
"82","competitive",2,"positive"
"83","alert",-1,"negative"
"84","avoid",-1,"negative"
"85","generous",2,"positive"
"86","riot",-2,"negative"
"87","united",1,"positive"
"88","regret",-2,"negative"
"89","disappointed",-2,"negative"
"90","drop",-1,"negative"
"91","hope",2,"positive"
"92","safely",1,"positive"
"93","favor",2,"positive"
"94","glad",3,"positive"
"95","fail",-2,"negative"
"96","avoid",-1,"negative"
"97","disappointment",-2,"negative"
"98","regret",-2,"negative"
"99","regret",-2,"negative"
"100","winning",4,"positive"
"101","missing",-2,"negative"
"102","dishonest",-2,"negative"
"103","missed",-2,"negative"
"104","cancelled",-1,"negative"
"105","blames",-2,"negative"
"106","blames",-2,"negative"
"107","support",2,"positive"
"108","accidentally",-2,"negative"
"109","missing",-2,"negative"
"110","dead",-3,"negative"
"111","pay",-1,"negative"
"112","yeah",1,"positive"
"113","hard",-1,"negative"
"114","favor",2,"positive"
"115","worst",-3,"negative"
"116","love",3,"positive"
"117","lovely",3,"positive"
"118","perfect",3,"positive"
"119","strikes",-1,"negative"
"120","hard",-1,"negative"
"121","encourage",2,"positive"
"122","love",3,"positive"
"123","stop",-1,"negative"
"124","free",1,"positive"
"125","fair",2,"positive"
"126","hopes",2,"positive"
"127","free",1,"positive"
"128","alert",-1,"negative"
"129","avoid",-1,"negative"
"130","save",2,"positive"
"131","cancel",-1,"negative"
"132","stuck",-2,"negative"
"133","save",2,"positive"
"134","top",2,"positive"
"135","hard",-1,"negative"
"136","worth",2,"positive"
"137","adventure",2,"positive"
"138","rewards",2,"positive"
"139","united",1,"positive"
"140","fun",4,"positive"
"141","supports",2,"positive"
"142","amazing",4,"positive"
"143","competitive",2,"positive"
"144","competitive",2,"positive"
"145","frustrating",-2,"negative"
"146","lol",3,"positive"
"147","enemy",-2,"negative"
"148","lol",3,"positive"
"149","lol",3,"positive"
"150","top",2,"positive"
"151","natural",1,"positive"
"152","disasters",-2,"negative"
"153","natural",1,"positive"
"154","disasters",-2,"negative"
"155","love",3,"positive"
"156","improve",2,"positive"
"157","evil",-3,"negative"
"158","top",2,"positive"
"159","miserable",-3,"negative"
"160","save",2,"positive"
"161","opportunity",2,"positive"
"162","imbecile",-3,"negative"
"163","coward",-2,"negative"
"164","shoot",-1,"negative"
"165","terrible",-3,"negative"
"166","won",3,"positive"
"167","mistake",-2,"negative"
"168","top",2,"positive"
"169","cut",-1,"negative"
"170","embrace",1,"positive"
"171","supports",2,"positive"
"172","embrace",1,"positive"
"173","innovation",1,"positive"
"174","supports",2,"positive"
"175","stuck",-2,"negative"
"176","missed",-2,"negative"
"177","broken",-1,"negative"
"178","sick",-2,"negative"
"179","missed",-2,"negative"
"180","broken",-1,"negative"
"181","sick",-2,"negative"
"182","honor",2,"positive"
"183","disappointed",-2,"negative"
"184","care",2,"positive"
"185","increased",1,"positive"
"186","dear",2,"positive"
"187","deception",-3,"negative"
"188","duped",-2,"negative"
"189","deceived",-3,"negative"
"190","refuse",-2,"negative"
"191","hid",-1,"negative"
"192","competitive",2,"positive"
"193","scam",-2,"negative"
"194","inconvenience",-2,"negative"
"195","hope",2,"positive"
"196","duped",-2,"negative"
"197","scam",-2,"negative"
"198","error",-2,"negative"
"199","competitive",2,"positive"
"200","yeah",1,"positive"
"201","super",3,"positive"
"202","hilarious",2,"positive"
"203","loving",2,"positive"
"204","bad",-3,"negative"
"205","easy",1,"positive"
"206","ruin",-2,"negative"
"207","enjoy",2,"positive"
"208","attack",-1,"negative"
"209","fun",4,"positive"
"210","attack",-1,"negative"
"211","top",2,"positive"
"212","top",2,"positive"
"213","miserable",-3,"negative"
"214","nice",3,"positive"
"215","shame",-2,"negative"
"216","accept",1,"positive"
"217","winning",4,"positive"
"218","missing",-2,"negative"
"219","favor",2,"positive"
"220","demand",-1,"negative"
"221","top",2,"positive"
"222","demand",-1,"negative"
"223","top",2,"positive"
"224","progress",2,"positive"
"225","error",-2,"negative"
"226","impressive",3,"positive"
"227","cancelled",-1,"negative"
"228","top",2,"positive"
"229","disappointment",-2,"negative"
"230","favor",2,"positive"
"231","top",2,"positive"
"232","guilty",-3,"negative"
"233","terrible",-3,"negative"
"234","free",1,"positive"
"235","cancel",-1,"negative"
"236","free",1,"positive"
"237","cancel",-1,"negative"
"238","free",1,"positive"
"239","friendly",2,"positive"
"240","legally",1,"positive"
"241","top",2,"positive"
"242","horrific",-3,"negative"
"243","reaching",1,"positive"
"244","disappointment",-2,"negative"
"245","stop",-1,"negative"
"246","annoying",-2,"negative"
"247","shit",-4,"negative"
"248","error",-2,"negative"
"249","limited",-1,"negative"
"250","easy",1,"positive"
"251","fun",4,"positive"
"252","glad",3,"positive"
"253","brilliant",4,"positive"
"254","fun",4,"positive"
"255","shares",1,"positive"
"256","asset",2,"positive"
"257","fake",-3,"negative"
"258","fun",4,"positive"
"259","popular",3,"positive"
"260","top",2,"positive"
"261","miserable",-3,"negative"
"262","nice",3,"positive"
"263","fun",4,"positive"
"264","congratulations",2,"positive"
"265","solutions",1,"positive"
"266","fun",4,"positive"
"267","friendly",2,"positive"
"268","fun",4,"positive"
"269","excellent",3,"positive"
"270","love",3,"positive"
"271","nice",3,"positive"
"272","united",1,"positive"
"273","love",3,"positive"
"274","perfect",3,"positive"
"275","friendly",2,"positive"
"276","love",3,"positive"
"277","chance",2,"positive"
"278","cancelled",-1,"negative"
"279","united",1,"positive"
"280","love",3,"positive"
"281","perfect",3,"positive"
"282","grace",1,"positive"
"283","yeah",1,"positive"
"284","love",3,"positive"
"285","lol",3,"positive"
"286","lol",3,"positive"
"287","jesus",1,"positive"
"288","top",2,"positive"
"289","miserable",-3,"negative"
"290","nice",3,"positive"
"291","top",2,"positive"
"292","dead",-3,"negative"
"293","care",2,"positive"
"294","terrible",-3,"negative"
"295","promised",1,"positive"
"296","top",2,"positive"
"297","amazing",4,"positive"
"298","top",2,"positive"
"299","miserable",-3,"negative"
"300","nice",3,"positive"
"301","avoid",-1,"negative"
"302","friendly",2,"positive"
"303","care",2,"positive"
"304","share",1,"positive"
"305","resolve",2,"positive"
"306","lawsuit",-2,"negative"
"307","ban",-2,"negative"
"308","offended",-2,"negative"
"309","forced",-1,"negative"
"310","regret",-2,"negative"
"311","inconvenience",-2,"negative"
"312","terrible",-3,"negative"
"313","cancelled",-1,"negative"
"314","friendly",2,"positive"
"315","kudos",3,"positive"
"316","united",1,"positive"
"317","support",2,"positive"
"318","helping",2,"positive"
"319","popular",3,"positive"
"320","alert",-1,"negative"
"321","misleading",-3,"negative"
"322","obsolete",-2,"negative"
"323","obsolete",-2,"negative"
"324","obsolete",-2,"negative"
"325","scam",-2,"negative"
"326","horrendous",-3,"negative"
"327","mistake",-2,"negative"
"328","demanded",-1,"negative"
"329","top",2,"positive"
"330","save",2,"positive"
"331","friendly",2,"positive"
"332","top",2,"positive"
"333","miserable",-3,"negative"
"334","agree",1,"positive"
"335","winner",4,"positive"
"336","sad",-2,"negative"
"337","increased",1,"positive"
"338","increased",1,"positive"
"339","increased",1,"positive"
"340","regret",-2,"negative"
"341","inconvenience",-2,"negative"
"342","hard",-1,"negative"
"343","benefits",2,"positive"
"344","responsible",2,"positive"
"345","increased",1,"positive"
"346","increase",1,"positive"
"347","illegal",-3,"negative"
"348","misrepresentation",-2,"negative"
"349","fraud",-4,"negative"
"350","terrible",-3,"negative"
"351","helpful",2,"positive"
"352","hard",-1,"negative"
"353","benefits",2,"positive"
"354","unhappy",-2,"negative"
"355","sigh",-2,"negative"
"356","happy",3,"positive"
"357","insulting",-2,"negative"
"358","wasted",-2,"negative"
"359","friendly",2,"positive"
"360","care",2,"positive"
"361","hard",-1,"negative"
"362","benefits",2,"positive"
"363","cool",1,"positive"
"364","supports",2,"positive"
"365","agree",1,"positive"
"366","hide",-1,"negative"
"367","love",3,"positive"
"368","regret",-2,"negative"
"369","ha",2,"positive"
"370","sunshine",2,"positive"
"371","top",2,"positive"
"372","miss",-2,"negative"
"373","pay",-1,"negative"
"374","top",2,"positive"
"375","supports",2,"positive"
"376","inconvenience",-2,"negative"
"377","care",2,"positive"
"378","cancel",-1,"negative"
"379","united",1,"positive"
"380","escape",-1,"negative"
"381","regret",-2,"negative"
"382","glad",3,"positive"
"383","bad",-3,"negative"
"384","promised",1,"positive"
"385","disappointed",-2,"negative"
"386","top",2,"positive"
"387","miserable",-3,"negative"
"388","nice",3,"positive"
"389","obsolete",-2,"negative"
"390","united",1,"positive"
"391","top",2,"positive"
"392","miserable",-3,"negative"
"393","nice",3,"positive"
"394","top",2,"positive"
"395","miserable",-3,"negative"
"396","nice",3,"positive"
"397","top",2,"positive"
"398","miserable",-3,"negative"
"399","nice",3,"positive"
"400","top",2,"positive"
"401","friendly",2,"positive"
"402","supports",2,"positive"
"403","wow",4,"positive"
"404","courage",2,"positive"
"405","supports",2,"positive"
"406","miserable",-3,"negative"
"407","top",2,"positive"
"408","love",3,"positive"
"409","hate",-3,"negative"
"410","save",2,"positive"
"411","bullshit",-4,"negative"
"412","matter",1,"positive"
"413","top",2,"positive"
"414","miserable",-3,"negative"
"415","nice",3,"positive"
"416","save",2,"positive"
"417","save",2,"positive"
"418","save",2,"positive"
"419","save",2,"positive"
"420","fun",4,"positive"
"421","friendly",2,"positive"
"422","miserable",-3,"negative"
"423","top",2,"positive"
"424","miserable",-3,"negative"
"425","agree",1,"positive"
"426","top",2,"positive"
"427","fun",4,"positive"
"428","friendly",2,"positive"
"429","top",2,"positive"
"430","miserable",-3,"negative"
"431","nice",3,"positive"
"432","pain",-2,"negative"
"433","glad",3,"positive"
"434","wow",4,"positive"
"435","courage",2,"positive"
"436","top",2,"positive"
"437","miserable",-3,"negative"
"438","nice",3,"positive"
"439","helpless",-2,"negative"
"440","ambitious",2,"positive"
"441","top",2,"positive"
"442","miserable",-3,"negative"
"443","nice",3,"positive"
"444","reach",1,"positive"
"445","top",2,"positive"
"446","victim",-3,"negative"
"447","top",2,"positive"
"448","miserable",-3,"negative"
"449","nice",3,"positive"
"450","lol",3,"positive"
"451","dear",2,"positive"
"452","reaching",1,"positive"
"453","top",2,"positive"
"454","miserable",-3,"negative"
"455","agree",1,"positive"
"456","gift",2,"positive"
"457","top",2,"positive"
"458","miserable",-3,"negative"
"459","nice",3,"positive"
"460","regret",-2,"negative"
"461","top",2,"positive"
"462","miserable",-3,"negative"
"463","nice",3,"positive"
"464","accept",1,"positive"
"465","merry",3,"positive"
"466","error",-2,"negative"
"467","missed",-2,"negative"
"468","broken",-1,"negative"
"469","sick",-2,"negative"
"470","love",3,"positive"
"471","waste",-1,"negative"
"472","stuck",-2,"negative"
"473","missed",-2,"negative"
"474","broken",-1,"negative"
"475","sick",-2,"negative"
"476","supports",2,"positive"
"477","supports",2,"positive"
"478","top",2,"positive"
"479","miserable",-3,"negative"
"480","nice",3,"positive"
"481","miserable",-3,"negative"
"482","top",2,"positive"
"483","miserable",-3,"negative"
"484","nice",3,"positive"
"485","top",2,"positive"
"486","miserable",-3,"negative"
"487","agree",1,"positive"
"488","stop",-1,"negative"
"489","enjoying",2,"positive"
"490","top",2,"positive"
"491","miserable",-3,"negative"
"492","nice",3,"positive"
"493","miserable",-3,"negative"
"494","enjoying",2,"positive"
"495","love",3,"positive"
"496","top",2,"positive"
"497","miserable",-3,"negative"
"498","nice",3,"positive"
"499","attack",-1,"negative"
"500","top",2,"positive"
"501","miserable",-3,"negative"
"502","nice",3,"positive"
"503","top",2,"positive"
"504","miserable",-3,"negative"
"505","nice",3,"positive"
"506","top",2,"positive"
"507","friendly",2,"positive"
"508","friendly",2,"positive"
"509","friendly",2,"positive"
"510","top",2,"positive"
"511","miserable",-3,"negative"
"512","nice",3,"positive"
"513","top",2,"positive"
"514","miserable",-3,"negative"
"515","agree",1,"positive"
"516","top",2,"positive"
"517","miserable",-3,"negative"
"518","agree",1,"positive"
"519","top",2,"positive"
"520","top",2,"positive"
"521","miserable",-3,"negative"
"522","nice",3,"positive"
"523","attack",-1,"negative"
"524","top",2,"positive"
"525","yummy",3,"positive"
"526","matter",1,"positive"
"527","top",2,"positive"
"528","miserable",-3,"negative"
"529","nice",3,"positive"
"530","solutions",1,"positive"
"531","regret",-2,"negative"
"532","top",2,"positive"
"533","worst",-3,"negative"
"534","ruined",-2,"negative"
"535","annoyed",-2,"negative"
"536","upset",-2,"negative"
"537","cancelled",-1,"negative"
"538","accusing",-2,"negative"
"539","top",2,"positive"
"540","gun",-1,"negative"
"541","top",2,"positive"
"542","top",2,"positive"
"543","annoyed",-2,"negative"
"544","upset",-2,"negative"
"545","cancelled",-1,"negative"
"546","top",2,"positive"
"547","attack",-1,"negative"
"548","losing",-3,"negative"
"549","top",2,"positive"
"550","top",2,"positive"
"551","miserable",-3,"negative"
"552","nice",3,"positive"
"553","laugh",1,"positive"
"554","free",1,"positive"
"555","top",2,"positive"
"556","miserable",-3,"negative"
"557","nice",3,"positive"
"558","top",2,"positive"
"559","miserable",-3,"negative"
"560","nice",3,"positive"
"561","top",2,"positive"
"562","miserable",-3,"negative"
"563","nice",3,"positive"
"564","inconvenience",-2,"negative"
"565","top",2,"positive"
"566","miserable",-3,"negative"
"567","nice",3,"positive"
"568","top",2,"positive"
"569","miserable",-3,"negative"
"570","nice",3,"positive"
"571","top",2,"positive"
"572","miserable",-3,"negative"
"573","nice",3,"positive"
"574","top",2,"positive"
"575","miserable",-3,"negative"
"576","nice",3,"positive"
"577","top",2,"positive"
"578","miserable",-3,"negative"
"579","nice",3,"positive"
"580","top",2,"positive"
"581","miserable",-3,"negative"
"582","nice",3,"positive"
"583","top",2,"positive"
"584","miserable",-3,"negative"
"585","nice",3,"positive"
"586","chance",2,"positive"
"587","win",4,"positive"
"588","grand",3,"positive"
"589","save",2,"positive"
"590","top",2,"positive"
"591","miserable",-3,"negative"
"592","nice",3,"positive"
"593","lowest",-1,"negative"
"594","risk",-2,"negative"
"595","cut",-1,"negative"
"596","terrible",-3,"negative"
"597","increase",1,"positive"
"598","alert",-1,"negative"
"599","ambitious",2,"positive"
"600","reach",1,"positive"
"601","accept",1,"positive"
"602","free",1,"positive"
"603","agree",1,"positive"
"604","wow",4,"positive"
"605","courage",2,"positive"
"606","top",2,"positive"
"607","agree",1,"positive"
"608","yummy",3,"positive"
"609","save",2,"positive"
"610","yummy",3,"positive"
"611","save",2,"positive"
"612","inconvenience",-2,"negative"
"613","save",2,"positive"
"614","asset",2,"positive"
"615","cuts",-1,"negative"
"616","escape",-1,"negative"
"617","shared",1,"positive"
"618","wow",4,"positive"
"619","courage",2,"positive"
"620","frustrated",-2,"negative"
"621","inspire",2,"positive"
"622","innovative",2,"positive"
"623","huge",1,"positive"
"624","top",2,"positive"
"625","illegal",-3,"negative"
"626","support",2,"positive"
"627","wow",4,"positive"
"628","courage",2,"positive"
"629","wow",4,"positive"
"630","courage",2,"positive"
"631","save",2,"positive"
"632","terrible",-3,"negative"
"633","funny",4,"positive"
"634","miss",-2,"negative"
"635","funny",4,"positive"
"636","miss",-2,"negative"
"637","challenge",-1,"negative"
"638","solutions",1,"positive"
"639","funny",4,"positive"
"640","miss",-2,"negative"
"641","wow",4,"positive"
"642","courage",2,"positive"
"643","save",2,"positive"
"644","shares",1,"positive"
"645","innovation",1,"positive"
"646","competitive",2,"positive"
"647","competitive",2,"positive"
"648","yeah",1,"positive"
"649","pay",-1,"negative"
"650","pay",-1,"negative"
"651","top",2,"positive"
"652","top",2,"positive"
"653","free",1,"positive"
"654","winning",4,"positive"
"655","grants",1,"positive"
"656","top",2,"positive"
"657","join",1,"positive"
"658","pretty",1,"positive"
"659","amazing",4,"positive"
"660","lucky",3,"positive"
"661","pleasant",3,"positive"
"662","top",2,"positive"
"663","attack",-1,"negative"
"664","free",1,"positive"
"665","free",1,"positive"
"666","encourage",2,"positive"
"667","happy",3,"positive"
"668","top",2,"positive"
"669","afraid",-2,"negative"
"670","innovation",1,"positive"
"671","win",4,"positive"
"672","innovation",1,"positive"
"673","innovation",1,"positive"
"674","innovation",1,"positive"
"675","innovation",1,"positive"
"676","innovation",1,"positive"
"677","innovation",1,"positive"
"678","innovation",1,"positive"
"679","innovation",1,"positive"
"680","innovation",1,"positive"
"681","free",1,"positive"
"682","innovation",1,"positive"
"683","innovation",1,"positive"
"684","unbelievable",-1,"negative"
"685","cancelled",-1,"negative"
"686","free",1,"positive"
"687","congratulations",2,"positive"
"688","solutions",1,"positive"
"689","congratulations",2,"positive"
"690","solutions",1,"positive"
"691","delay",-1,"negative"
"692","winning",4,"positive"
"693","grants",1,"positive"
"694","top",2,"positive"
"695","risk",-2,"negative"
"696","attack",-1,"negative"
"697","illegal",-3,"negative"
"698","innovation",1,"positive"
"699","risk",-2,"negative"
"700","delay",-1,"negative"
"701","top",2,"positive"
"702","competitive",2,"positive"
"703","top",2,"positive"
"704","award",3,"positive"
"705","recommended",2,"positive"
"706","illegal",-3,"negative"
"707","illegal",-3,"negative"
"708","illegal",-3,"negative"
"709","innovation",1,"positive"
"710","pleasant",3,"positive"
"711","trouble",-2,"negative"
"712","matter",1,"positive"
"713","top",2,"positive"
"714","regret",-2,"negative"
"715","glad",3,"positive"
"716","honor",2,"positive"
"717","attack",-1,"negative"
"718","helps",2,"positive"
"719","illegal",-3,"negative"
"720","illegal",-3,"negative"
"721","fun",4,"positive"
"722","enjoy",2,"positive"
"723","competitive",2,"positive"
"724","competitive",2,"positive"
"725","fun",4,"positive"
"726","enjoy",2,"positive"
"727","glad",3,"positive"
"728","loyalty",3,"positive"
"729","worst",-3,"negative"
"730","care",2,"positive"
"731","support",2,"positive"
"732","wonderful",4,"positive"
"733","agree",1,"positive"
"734","fun",4,"positive"
"735","enjoy",2,"positive"
"736","leave",-1,"negative"
"737","illegal",-3,"negative"
"738","illegal",-3,"negative"
"739","illegal",-3,"negative"
"740","wow",4,"positive"
"741","courage",2,"positive"
"742","charges",-2,"negative"
"743","cancelled",-1,"negative"
"744","charges",-2,"negative"
"745","incompetence",-2,"negative"
"746","top",2,"positive"
"747","glad",3,"positive"
"748","glad",3,"positive"
"749","refuse",-2,"negative"
"750","care",2,"positive"
"751","mistake",-2,"negative"
"752","easy",1,"positive"
"753","wow",4,"positive"
"754","courage",2,"positive"
"755","refuse",-2,"negative"
"756","care",2,"positive"
"757","mistake",-2,"negative"
"758","wrong",-2,"negative"
"759","illegal",-3,"negative"
"760","glad",3,"positive"
"761","shared",1,"positive"
"762","crazy",-2,"negative"
"763","limited",-1,"negative"
"764","pay",-1,"negative"
"765","competitive",2,"positive"
"766","free",1,"positive"
"767","awful",-3,"negative"
"768","enjoy",2,"positive"
"769","regret",-2,"negative"
"770","inconvenience",-2,"negative"
"771","hard",-1,"negative"
"772","benefits",2,"positive"
"773","fit",1,"positive"
"774","accept",1,"positive"
"775","illegal",-3,"negative"
"776","illegal",-3,"negative"
"777","love",3,"positive"
"778","join",1,"positive"
"779","united",1,"positive"
"780","amazing",4,"positive"
"781","congrats",2,"positive"
"782","clean",2,"positive"
"783","amazing",4,"positive"
"784","wow",4,"positive"
"785","courage",2,"positive"
"786","escaping",-1,"negative"
"787","inconvenience",-2,"negative"
"788","inconvenience",-2,"negative"
"789","hard",-1,"negative"
"790","sparkling",3,"positive"
"791","inconvenience",-2,"negative"
"792","safety",1,"positive"
"793","leave",-1,"negative"
"794","free",1,"positive"
"795","glad",3,"positive"
"796","chance",2,"positive"
"797","win",4,"positive"
"798","sincere",2,"positive"
"799","inconvenience",-2,"negative"
"800","delighted",3,"positive"
"801","united",1,"positive"
"802","cancelled",-1,"negative"
"803","save",2,"positive"
"804","competitive",2,"positive"
"805","resolve",2,"positive"
"806","wow",4,"positive"
"807","courage",2,"positive"
"808","bad",-3,"negative"
"809","apologise",-1,"negative"
"810","illegal",-3,"negative"
"811","illegal",-3,"negative"
"812","attack",-1,"negative"
"813","attack",-1,"negative"
"814","attack",-1,"negative"
"815","wow",4,"positive"
"816","hope",2,"positive"
"817","trust",1,"positive"
"818","pay",-1,"negative"
"819","cancel",-1,"negative"
"820","illegal",-3,"negative"
"821","promised",1,"positive"
"822","dreams",1,"positive"
"823","sick",-2,"negative"
"824","tired",-2,"negative"
"825","disgrace",-2,"negative"
"826","glad",3,"positive"
"827","accept",1,"positive"
"828","warm",1,"positive"
"829","escape",-1,"negative"
"830","warm",1,"positive"
"831","escape",-1,"negative"
"832","warm",1,"positive"
"833","escape",-1,"negative"
"834","warm",1,"positive"
"835","escape",-1,"negative"
"836","warm",1,"positive"
"837","escape",-1,"negative"
"838","united",1,"positive"
"839","cancelled",-1,"negative"
"840","warm",1,"positive"
"841","escape",-1,"negative"
"842","warm",1,"positive"
"843","escape",-1,"negative"
"844","warm",1,"positive"
"845","escape",-1,"negative"
"846","warm",1,"positive"
"847","escape",-1,"negative"
"848","warm",1,"positive"
"849","escape",-1,"negative"
"850","warm",1,"positive"
"851","escape",-1,"negative"
"852","warm",1,"positive"
"853","escape",-1,"negative"
"854","illegal",-3,"negative"
"855","illegal",-3,"negative"
"856","secure",2,"positive"
"857","inspire",2,"positive"
"858","illegal",-3,"negative"
"859","illegal",-3,"negative"
"860","illegal",-3,"negative"
"861","illegal",-3,"negative"
"862","attack",-1,"negative"
"863","illegal",-3,"negative"
"864","illegal",-3,"negative"
"865","illegal",-3,"negative"
"866","illegal",-3,"negative"
"867","matter",1,"positive"
"868","smart",1,"positive"
"869","matter",1,"positive"
"870","matter",1,"positive"
"871","happy",3,"positive"
"872","beautiful",3,"positive"
"873","awful",-3,"negative"
"874","glad",3,"positive"
"875","winning",4,"positive"
"876","grants",1,"positive"
"877","top",2,"positive"
"878","glad",3,"positive"
"879","attack",-1,"negative"
"880","free",1,"positive"
"881","reach",1,"positive"
"882","natural",1,"positive"
"883","disasters",-2,"negative"
"884","united",1,"positive"
"885","dragged",-1,"negative"
"886","super",3,"positive"
"887","regret",-2,"negative"
"888","glad",3,"positive"
"889","united",1,"positive"
"890","trust",1,"positive"
"891","solution",1,"positive"
"892","united",1,"positive"
"893","chance",2,"positive"
"894","win",4,"positive"
"895","dream",1,"positive"
"896","attack",-1,"negative"
"897","attack",-1,"negative"
"898","gift",2,"positive"
"899","united",1,"positive"
"900","fight",-1,"negative"
"901","united",1,"positive"
"902","united",1,"positive"
"903","cancelled",-1,"negative"
"904","favor",2,"positive"
"905","favor",2,"positive"
"906","favor",2,"positive"
"907","attack",-1,"negative"
"908","united",1,"positive"
"909","cancel",-1,"negative"
"910","attack",-1,"negative"
"911","happy",3,"positive"
"912","attack",-1,"negative"
"913","cancel",-1,"negative"
"914","attack",-1,"negative"
"915","accept",1,"positive"
"916","cool",1,"positive"
"917","lame",-2,"negative"
"918","unethical",-2,"negative"
"919","wow",4,"positive"
"920","courage",2,"positive"
"921","glad",3,"positive"
"922","attack",-1,"negative"
"923","attack",-1,"negative"
"924","miss",-2,"negative"
"925","solutions",1,"positive"
"926","shared",1,"positive"
"927","save",2,"positive"
"928","save",2,"positive"
"929","save",2,"positive"
"930","attack",-1,"negative"
"931","fun",4,"positive"
"932","friendly",2,"positive"
"933","free",1,"positive"
"934","attack",-1,"negative"
"935","attack",-1,"negative"
"936","save",2,"positive"
"937","matter",1,"positive"
"938","reach",1,"positive"
"939","happy",3,"positive"
"940","miss",-2,"negative"
"941","hope",2,"positive"
"942","attack",-1,"negative"
"943","united",1,"positive"
"944","attack",-1,"negative"
"945","united",1,"positive"
"946","loving",2,"positive"
"947","wrong",-2,"negative"
"948","glad",3,"positive"
"949","wrong",-2,"negative"
"950","attack",-1,"negative"
"951","accept",1,"positive"
"952","stop",-1,"negative"
"953","attack",-1,"negative"
"954","attack",-1,"negative"
"955","attack",-1,"negative"
"956","wow",4,"positive"
"957","courage",2,"positive"
"958","attack",-1,"negative"
"959","cancelled",-1,"negative"
"960","honoured",2,"positive"
"961","excited",3,"positive"
"962","top",2,"positive"
"963","attack",-1,"negative"
"964","lmao",4,"positive"
"965","lol",3,"positive"
"966","glad",3,"positive"
"967","dear",2,"positive"
"968","dear",2,"positive"
"969","attack",-1,"negative"
"970","delights",3,"positive"
"971","wow",4,"positive"
"972","courage",2,"positive"
"973","attack",-1,"negative"
"974","won",3,"positive"
"975","attack",-1,"negative"
"976","attack",-1,"negative"
"977","attack",-1,"negative"
"978","attack",-1,"negative"
"979","wow",4,"positive"
"980","courage",2,"positive"
"981","attack",-1,"negative"
"982","attack",-1,"negative"
"983","attack",-1,"negative"
"984","attack",-1,"negative"
"985","top",2,"positive"
"986","attack",-1,"negative"
"987","attack",-1,"negative"
"988","attack",-1,"negative"
"989","attack",-1,"negative"
"990","pleasant",3,"positive"
"991","attack",-1,"negative"
"992","attack",-1,"negative"
"993","attack",-1,"negative"
"994","attack",-1,"negative"
"995","attack",-1,"negative"
"996","attack",-1,"negative"
"997","top",2,"positive"
"998","glad",3,"positive"
"999","attack",-1,"negative"
"1000","attack",-1,"negative"
"1001","attack",-1,"negative"
"1002","attack",-1,"negative"
"1003","attack",-1,"negative"
"1004","attack",-1,"negative"
"1005","attack",-1,"negative"
"1006","attack",-1,"negative"
"1007","fan",3,"positive"
"1008","attack",-1,"negative"
"1009","attack",-1,"negative"
"1010","attack",-1,"negative"
"1011","stopped",-1,"negative"
"1012","top",2,"positive"
"1013","grand",3,"positive"
"1014","inconvenience",-2,"negative"
"1015","glad",3,"positive"
"1016","wow",4,"positive"
"1017","courage",2,"positive"
"1018","top",2,"positive"
"1019","glad",3,"positive"
"1020","insanity",-2,"negative"
"1021","abandon",-2,"negative"
"1022","happiness",3,"positive"
"1023","honoured",2,"positive"
"1024","excited",3,"positive"
